"id","t1","t2","t3","t4","t5"
"5995","35.53","78.93","42.97","43.52","89.92"
"5996","34.04","5.9","3.38","98.73","0.41"
"5997","4.19","48.61","96.4","98.2","37.17"
"5998","0.97","68.2","54.77","86.31","12.31"
"5999","87.97","61.67","39.06","67.65","39.94"
"6000","17.78","48.66","82.33","67.86","69.27"
"6001","5.89","9.63","14.36","20.86","67.74"
"6002","79.71","74.08","2.84","63.19","31.21"
"6003","72.51","86.54","84.31","27.5","54.61"
"6004","65.15","97.01","82.3","2.91","87.95"
"6005","11.51","42.28","44.69","64.18","28.98"
"6006","43.84","3.53","46.83","10.62","44.55"
"6007","73.36","84.78","78.53","44.46","45.34"
"6008","77.07","3.51","13.96","96.22","0.91"
"6009","20.56","49.63","14.47","54.23","17.45"
"6010","84.21","91.04","90.07","44.06","46.7"
"6011","45.82","90.21","51.94","27.69","21.31"
"6012","30.87","1.79","75.39","40.74","77.84"
"6013","72.44","95","15.27","17.34","88.85"
"6014","89.98","6.8","13.08","22.01","75.11"
"6015","78","65.72","29.82","82.5","73.6"
"6016","61.65","24.35","31.51","63.77","53.4"
"6017","77.28","65.02","8.1","3.42","19.16"
"6018","62.19","92.19","15.18","17.83","31.53"
"6019","87.05","80.6","42.15","86.87","58.91"
"6020","50.82","25","49.5","62.76","64.21"
"6021","99.2","92.73","65.77","75.94","39.72"
"6022","35.57","54.49","35.43","88.07","46.68"
"6023","67.17","84.94","41.94","51.25","5.54"
"6024","54.96","83.43","45.55","30.7","58.12"
"6025","96.28","87.32","62.96","84.47","25.82"
"6026","76.31","86.7","17.68","92.72","71.6"
"6027","71.32","48.72","78.99","70.15","79.42"
"6028","89.24","89.63","27.89","91.17","68.79"
"6029","40.63","52.27","20.87","74.32","28.39"
"6030","36.71","82.73","28.22","81.5","61.53"
"6031","25.18","14.31","20.53","20.15","1.49"
"6032","40.15","45.68","24.77","1.44","36.32"
"6033","60.41","8.37","98.26","20.26","14.74"
"6034","2.28","63.89","39.61","4.09","32.43"
"6035","67.33","79.66","23.05","24.44","8.96"
"6036","64.15","0.64","68.76","41.61","47.74"
"6037","34.52","21.92","68.23","64.32","89.06"
"6038","19.71","36.72","51.56","71.53","48.56"
"6039","37.65","69.54","2.65","7.44","77.69"
"6040","93.44","8.27","12.91","7.57","28.42"
"6041","99.04","7.39","38.33","67.4","17.44"
"6042","51.04","74.85","67","85.98","39.32"
"6043","25.6","78.38","62.47","77.15","38.75"
"6044","24.38","87.37","21.93","98.73","4.49"
"6045","20.23","6.06","66.36","63.5","5.74"
"6046","62.19","18.11","26.01","2.55","0.83"
"6047","43.96","92.68","53.14","67.02","30.1"
"6048","9.7","24.07","71.41","4.82","9.24"
"6049","16.29","99.54","10.07","75.16","35.68"
"6050","84.48","93.06","14.25","77.45","45.8"
"6051","75.59","84.57","75.26","52.31","20.46"
"6052","62.33","95.26","16.78","11.68","23.5"
"6053","76.33","93.31","10.08","90.29","83.47"
"6054","94.13","88.05","29.13","33.53","55.13"
"6055","28.49","6.8","51.94","75.67","1.92"
"6056","35.32","94.47","64.17","92.83","5.77"
"6057","1.06","42.23","21.16","9.3","40.22"
"6058","63.23","40.45","19.37","93.4","74.41"
"6059","45.99","14.92","4.25","30.99","43.07"
"6060","93.96","53.46","79.01","58.18","0.23"
"6061","99.35","84.99","98.06","94.19","59.02"
"6062","86.63","19.91","48.76","68.41","68.13"
"6063","62.88","1.97","54.82","62.69","57.86"
"6064","9.6","37.46","43.44","91.52","90.37"
"6065","41.73","36.66","81.22","60.85","2.94"
"6066","7.93","89.21","22.35","62.93","69.68"
"6067","32.21","4.9","2.7","94.81","55.64"
"6068","62.51","35.04","71.73","84.26","62.75"
"6069","55.07","31.94","92.42","5.77","7.26"
"6070","1.73","13.63","83.91","4.96","71.51"
"6071","65.33","65.52","67.74","66.91","52.86"
"6072","64.49","44.28","19.61","20.53","75.81"
"6073","79.99","15.74","74.39","73.33","2.28"
"6074","96.74","73.06","68.31","85.38","40.74"
"6075","35.92","9.24","64.92","3.63","25.48"
"6076","46.98","77.63","89.31","6.66","93.94"
"6077","34.88","21.08","55.56","54.16","2.86"
"6078","26.98","26.31","84.15","78.58","61.17"
"6079","51.13","3.69","87.85","41.94","65.65"
"6080","90.8","73.69","86.81","46.29","21.82"
"6081","91.35","56.12","39.33","81.59","24.42"
"6082","46.81","46.02","65","11.39","48.35"
"6083","27.58","1.99","32.55","55.6","10.01"
"6084","27.62","97.46","28.24","49.53","79.88"
"6085","40.85","92.74","57.64","43.07","74.44"
"6086","57.52","21.68","17.79","54.5","17.09"
"6087","44.04","54.84","35.63","61.52","10.02"
"6088","83.13","32.47","66.25","97.76","71.68"
"6089","98.39","27.58","45.82","93.64","89.12"
"6090","3.82","1.27","18.25","85.75","70.09"
"6091","85.25","89.6","66.28","50.08","73.66"
"6092","17.48","88.89","86.59","85.03","10.55"
"6093","94.72","9.48","37.95","98.53","3.92"
"6094","84.55","89.2","53.1","80.62","26.82"
"6095","95.93","11.63","11.16","35.8","89.58"
"6096","95.48","7.76","23.49","0.4","69.94"
"6097","1.47","7.85","54.81","54.85","98.74"
"6098","59.7","34.51","72.08","83.73","87.67"
"6099","41.77","23.2","94.68","9.95","13.42"
"6100","52.31","87.9","31.5","78.3","96.34"
"6101","18.61","62.61","45.27","57.39","82.6"
"6102","38.66","19.03","49.43","5.2","39.53"
"6103","40.06","64.73","64.89","31.76","97.52"
"6104","53.36","15.15","51.77","98.36","91.97"
"6105","58.37","18.24","53.86","48.86","81.56"
"6106","60.51","57.94","1.93","85.83","53.08"
"6107","51.72","87.04","20.47","49.26","25.48"
"6108","78.28","55.46","26.62","48.3","69.59"
"6109","52.97","45.19","37.77","13.95","88.37"
"6110","2.48","29.68","99.04","64.85","33.26"
"6111","63.11","57.55","99.79","16.97","89.07"
"6112","52.34","41.26","44.43","88.76","19.49"
"6113","40.07","42.16","41.27","54.86","22.81"
"6114","29.44","96.62","37.7","85.52","57.82"
"6115","80.58","53.91","63.08","12.41","55.76"
"6116","57.02","22.7","31.19","52.43","41.91"
"6117","45.18","75.79","10.79","80.51","12.91"
"6118","8.75","0.36","25.89","31.86","93.61"
"6119","61.22","33.37","25.31","25.92","50.25"
"6120","0.3","81.99","98.39","26.04","16.39"
"6121","84.82","38.92","1.35","80.01","10.08"
"6122","15.42","69.92","33.52","73.98","56.28"
"6123","25.53","72.79","21.66","77.31","19.15"
"6124","56.46","69.01","34.18","21.33","70.71"
"6125","6.67","49.51","69.75","56.02","15.95"
"6126","3.39","59.97","5.3","29.11","96.03"
"6127","2.06","67.94","93.24","4.09","68.29"
"6128","70.94","29.36","70.56","47.39","70.98"
"6129","8.45","57.07","40.12","5.39","34.05"
"6130","97.43","91.89","52.6","65.37","97.33"
"6131","90.8","15.52","87.91","48.82","43.59"
"6132","85.83","82.6","71.57","41.12","2.86"
"6133","73.46","63.85","22.8","80.07","57.72"
"6134","3.47","78.37","75.27","44.76","76.58"
"6135","22.69","78.56","93.39","87.42","25.96"
"6136","6.25","62.13","66.13","49.65","0.67"
"6137","86.94","24.25","16.51","88.1","52.28"
"6138","56.48","88.89","53.26","45.2","84.29"
"6139","91.57","41.1","97.96","40.64","14.67"
"6140","62.9","55.03","97.32","26.1","52.95"
"6141","91.89","14.06","6.39","53.75","88.47"
"6142","77.21","36.07","10.7","6.61","64.69"
"6143","10.4","13.33","85.72","35.79","58.69"
"6144","27.71","27.81","98.7","78.76","40.32"
"6145","42.4","34.02","94.71","85.07","51.67"
"6146","59.22","81.29","13.8","20.19","1.8"
"6147","29.32","75.13","27.72","64.39","30.03"
"6148","86.79","56.92","56.57","88.96","41.13"
"6149","70.71","25.96","0.11","10.81","23.02"
"6150","69.06","75.39","77.97","38.59","49.86"
"6151","69.71","73.81","64.36","1.87","27.87"
"6152","47.01","64.47","53.96","37.77","9.33"
"6153","5.18","62.89","87.44","2.36","35.54"
"6154","87.29","16.54","90.48","49.58","4.77"
"6155","2.1","60.52","28.12","6.53","67.43"
"6156","36.09","13","25.68","58.8","9.19"
"6157","15.42","3.22","98.39","39.78","59.44"
"6158","28.6","25.58","77.01","98.33","7.81"
"6159","74.89","53.11","71.38","58.4","90.87"
"6160","50.33","46.84","5.44","53.11","74.9"
"6161","93.61","71.73","89.87","96.39","64.57"
"6162","61.46","66.64","71.04","49.7","43.41"
"6163","20.1","86.61","55.41","46.73","47.9"
"6164","40.13","76.6","59.55","40.31","82.83"
"6165","71.2","81.38","6.66","14.65","49.67"
"6166","3.34","69.32","88.23","38.26","8.51"
"6167","56.41","35.2","62.83","60.65","60.6"
"6168","65.14","68.29","89.23","14.05","83.71"
"6169","91.26","22.19","82.97","94.54","0.79"
"6170","4.2","14.45","63.82","54.21","70"
"6171","88.27","6.41","58.01","66.12","39.89"
"6172","78.6","32.36","53.67","52.3","15.07"
"6173","30.63","71.47","62.5","46.54","23.02"
"6174","38.23","59.95","5.92","74.76","48.08"
"6175","97.5","19.57","51.94","63.94","48.79"
"6176","53.39","86.48","36.22","21.77","41.96"
"6177","71.49","2.47","73.48","25.08","25.16"
"6178","98.82","77.89","42.57","97.94","1.27"
"6179","49.22","71.99","84.54","71.44","96.06"
"6180","66.55","31.8","98.38","4.26","51.52"
"6181","66.19","42.5","95.18","70.43","35.63"
"6182","24.3","25.5","17.87","51.94","62.31"
"6183","1.04","44.29","58.08","65.07","27.5"
"6184","51.78","18.02","53.89","3.58","36.41"
"6185","97.54","43.48","3.26","45.36","97.38"
"6186","37.64","15.38","59.51","18.68","57.51"
"6187","36.18","55.46","99.35","50.43","18.3"
"6188","6.96","41.83","18.19","95.81","33.2"
"6189","80.16","5.82","8.68","78.34","33.33"
"6190","74.73","99.83","37.57","82.03","9.37"
"6191","19.53","67.67","93.69","11.08","7.3"
"6192","30.05","99.32","10.36","43","69"
"6193","7.76","51.65","85.24","47.65","67.71"
"6194","67.93","16.62","47.58","79.81","1.65"
"6195","34.85","79.12","64.73","66.07","88.68"
"6196","1.62","94.26","7.58","6.25","33.12"
"6197","64.77","50.47","39.69","67.74","18.21"
"6198","16.86","90.38","3.67","34.25","56.19"
"6199","99.06","53.37","68.06","71.1","37.1"
"6200","52.55","54.95","47.02","67.64","11.66"
"6201","86.9","52.7","85.73","47.9","32.42"
"6202","92.7","71.96","8.15","27.96","4.41"
"6203","64.98","57.12","37.33","25.79","99.65"
"6204","39.53","56.76","56.06","49.16","35.64"
"6205","0.99","24.41","20.26","24.24","60.76"
"6206","99.27","92.66","8.81","31.56","62.86"
"6207","65.13","2.41","4.21","19.94","22.15"
"6208","39.77","1.18","42.46","60.25","53.43"
"6209","72.62","43.17","28.02","20.36","9.22"
"6210","63.07","46.08","59.14","29.32","28.34"
"6211","24.34","32.28","76.35","51.12","19.62"
"6212","8.36","78.72","77.25","22.39","47.19"
"6213","9.22","77.15","63.69","93.22","88.39"
"6214","23.5","54.78","57.56","84.98","42.23"
"6215","41.85","15.23","49.77","39.1","28.59"
"6216","59.67","27.45","59.49","16.79","8.37"
"6217","17.07","66.53","21.76","3.34","27.77"
"6218","42.2","42.18","21.01","80.66","84.44"
"6219","47.42","74.85","93.68","33.71","47.7"
"6220","56.27","24.2","19.14","62.73","69.57"
"6221","83.57","58.24","7.39","25.34","71.54"
"6222","96.07","68.25","21.52","76.77","97.87"
"6223","61.76","40.78","98.99","12.19","46.86"
"6224","89.58","20.04","28.63","47.35","46.3"
"6225","2.53","79.56","83.93","38.45","64.37"
"6226","26.99","26.96","45.43","48.8","76.7"
"6227","27.39","74.23","83.64","9.42","75.65"
"6228","14.65","60.52","83.66","83.04","87.6"
"6229","26.65","55.78","47.91","42.37","50.43"
"6230","82.71","72.46","88.24","23.14","99.31"
"6231","36.08","42.88","39.31","41.26","82.06"
"6232","42.7","78.91","13.75","11.44","49.57"
"6233","22.81","5.02","6.03","93.08","5.41"
"6234","14.77","47.85","49.15","28.34","73.97"
"6235","2.6","40.95","23.44","81.33","34.4"
"6236","61.12","45.6","36.68","19.68","47.74"
"6237","20.34","80.49","91.23","94.77","4.24"
"6238","5.61","32.66","37.58","35.09","29.96"
"6239","83.64","92.93","11.55","76.23","81.21"
"6240","75.01","56.56","98.93","21.59","27.11"
"6241","61.79","5.26","6.46","61.24","12.62"
"6242","45.66","82.52","39.13","87.14","53.36"
"6243","37.2","63.03","14.69","35.95","87.92"
"6244","79.84","27.59","26.4","93.88","64.45"
"6245","87.19","99.29","82.55","95.03","84.64"
"6246","90.54","92.17","61.7","91.29","54.98"
"6247","74.45","38.87","65.9","71.68","79.81"
"6248","66.1","0.13","76.37","77.94","68.86"
"6249","65.99","63.34","41.08","98.32","91.78"
"6250","46.92","45.63","39.11","3.57","12.51"
"6251","66.29","85.48","52.56","88.13","43.76"
"6252","82.46","47.29","49.24","60.5","16.12"
"6253","89.24","44.51","56.53","22.34","18"
"6254","68.36","49.08","37.28","61.94","62.43"
"6255","66.43","61.44","96.24","1.6","95.66"
"6256","94.03","33.73","51.34","27.84","95.62"
"6257","99.9","39.84","59.19","43.96","31.66"
"6258","98.87","60.78","70.49","31.07","16.87"
"6259","22.54","3.66","26.63","64.03","69.02"
"6260","32.74","94.55","16.88","98.52","8.41"
"6261","92.04","33.63","29.38","28.71","4.71"
"6262","1.35","29.7","31.73","76.91","2.4"
"6263","4.81","17.43","26.6","65.85","45.38"
"6264","19.06","67.97","81.04","70.54","69.65"
"6265","69.3","67.78","74.23","99.32","58.19"
"6266","51.65","35.8","58.08","97.09","62.67"
"6267","51.35","35.19","35.43","58.05","25.47"
"6268","9.69","86.29","62.31","18.4","78.74"
"6269","68.91","97.42","58.34","60.73","56.03"
"6270","22.95","85.18","15.02","66.56","27.49"
"6271","82.92","63.73","47.18","58.69","91.5"
"6272","50.69","72.86","49.67","83.61","7.9"
"6273","11.09","20.54","90.14","32.51","44.77"
"6274","40.21","56.09","88.84","62.36","39.87"
"6275","26.97","45.37","74.81","95.38","47.98"
"6276","46.17","90.04","80.5","14.52","19.42"
"6277","3.03","29.93","23.99","75.3","48.56"
"6278","24.49","89.69","8.33","96.67","12.62"
"6279","83.37","84.72","14.46","38.44","74.51"
"6280","24.92","68.22","14.64","55.22","14.61"
"6281","1.96","92.07","56.72","23.5","99.75"
"6282","49.27","95.06","29.22","56.15","86.87"
"6283","91.17","79.88","63.66","81.29","85.34"
"6284","31.77","1.31","89.25","12.86","82.64"
"6285","13.33","23.67","73.78","38.09","83.09"
"6286","30.93","82.1","98.3","6.87","49.49"
"6287","42.41","98.69","50.58","3.63","42.07"
"6288","3.73","15.57","34.22","85.09","98.48"
"6289","67","85.95","42.69","83.41","14.41"
"6290","89.88","72.49","58.51","32.84","89.51"
"6291","9.79","55.33","10.26","30.98","37.01"
"6292","36.21","67.72","35.04","16.07","2.42"
"6293","32.2","90.26","51.9","28.06","27.71"
"6294","91.88","74.71","12.63","77.53","47.38"
"6295","5.45","69.8","10.09","21.52","35.91"
"6296","56.85","12.87","59.76","86.48","54.75"
"6297","2.22","66.42","13.22","59.24","12.41"
"6298","71.44","4.94","72.13","28.07","83.45"
"6299","33.24","4.68","74.75","85.52","23.84"
"6300","31.52","23.87","72.37","80.63","35.59"
"6301","3.58","59.43","30.81","94.92","75.56"
"6302","64.87","97.95","11.49","24.99","58.38"
"6303","34.11","93.45","5.59","79.81","51.33"
"6304","7.14","77.1","59.05","53.86","88.61"
"6305","84.42","81.49","88.74","78.33","73.97"
"6306","39.03","58.31","37.8","61.26","88.56"
"6307","51.71","38.26","23.01","77.58","35.55"
"6308","41.84","70.45","20.08","63.77","78.72"
"6309","39.83","29.16","81.81","39.73","16.9"
"6310","37.45","14.1","63.16","13.57","92.83"
"6311","42.58","74.27","1.03","84.03","30.66"
"6312","82.58","84.11","65.28","52.35","71.78"
"6313","15.46","93.58","71.31","12.92","39.65"
"6314","38.5","0.92","44.85","21.88","47.79"
"6315","34.31","69.61","57.55","93.96","30.15"
"6316","81.69","4.08","50.68","98.89","75.1"
"6317","85.86","16.27","18.21","31.93","67.77"
"6318","51.42","30.91","7.22","2.52","72.88"
"6319","0.07","82.72","76.11","64.17","14.36"
"6320","56.31","0.84","65","45.9","79.24"
"6321","28.7","20.94","42.9","19.57","20.09"
"6322","27.6","56.77","34.27","80.56","27.36"
"6323","74.18","76.24","58.47","42.97","83.6"
"6324","88.47","21.78","21.94","84.22","92.11"
"6325","96.52","42.9","82.99","70.64","41.19"
"6326","66.05","41.79","88.93","84.53","30.52"
"6327","30.78","4.44","41.77","75.26","75.97"
"6328","94.63","5.91","46.5","30.4","53.42"
"6329","72.87","37.08","58.44","42.21","28.73"
"6330","52.32","28.72","21.61","61.09","59.59"
"6331","81.1","76.53","22.34","64.36","97.83"
"6332","18.63","5.03","28.48","2.38","29.06"
"6333","54.4","68.74","74.51","94.51","31.56"
"6334","36.34","27.72","74.34","73.83","48.14"
"6335","55.08","21.16","71.71","52.04","60.2"
"6336","84.21","79.21","92.4","92.2","48.76"
"6337","57.74","32.57","90.96","97.89","73.28"
"6338","15.28","61.02","93.19","46.53","89.61"
"6339","31.74","72.79","67","8.48","32.83"
"6340","52.91","20.11","82.16","25.1","94.69"
"6341","49.11","4.17","13.88","76.65","14.68"
"6342","28.88","81.74","53.79","51.95","67.24"
"6343","65.15","87.73","26.61","79.85","91.73"
"6344","90.54","59.24","1.28","76.83","59.74"
"6345","13.71","27.55","40.02","5.11","23.13"
"6346","88.5","18.13","73.96","95.66","55.89"
"6347","78.61","24.73","53.46","18.93","20.2"
"6348","77.71","66.02","46.63","0.94","35.42"
"6349","4.83","74.94","71.9","49.99","37.07"
"6350","24.05","50.84","79.25","96.64","0.8"
"6351","31.57","56.01","4.88","93.72","24.65"
"6352","22.14","23.57","3.63","41.11","62.24"
"6353","65.85","49.85","29.09","69.94","81.4"
"6354","24.3","68.7","63.33","66.98","69.95"
"6355","29.55","0.25","32.84","53.34","98.74"
"6356","40.17","68.16","79.37","15.5","56.76"
"6357","2.69","88.59","16.15","90.78","90.06"
"6358","73.52","90.92","69.95","61.87","1.85"
"6359","64.06","3.13","9.55","13.31","93.66"
"6360","7.27","92.86","17.67","30.19","97.99"
"6361","25.1","46.14","7.28","29.98","83.47"
"6362","83.85","44.19","11.21","82.11","51.88"
"6363","4.44","3.67","70.31","41.54","73.18"
"6364","65.91","42.42","40.74","53.97","23.76"
"6365","91.74","67.05","27.12","26.98","74.74"
"6366","50.56","62.62","44.28","49.75","4.04"
"6367","17.51","94.77","36.58","32.58","32.5"
"6368","19.25","3.47","61.45","28.83","0.36"
"6369","48.28","18.85","0.29","37.78","18.23"
"6370","56.44","32.55","13.66","29.13","61.69"
"6371","72.99","5.29","1.24","76.01","8.8"
"6372","52.4","20.73","42.49","92.75","37.35"
"6373","61.6","35.35","42.32","58.58","44.08"
"6374","68.22","71.44","26.84","23.65","15.72"
"6375","28.99","42.46","87.82","82.81","28.12"
"6376","30.07","71.02","78.85","88.35","61.76"
"6377","84.27","41.28","91.53","81.13","87.71"
"6378","80.98","19.13","62.13","28.42","64.33"
"6379","37.22","9.26","25.35","12.91","65.31"
"6380","68.01","2.94","0.38","28.2","4.87"
"6381","27.85","74.72","33.08","70.8","81.71"
"6382","66.38","37.26","2.74","98.8","53.91"
"6383","79.76","58.19","92.47","85.72","66.59"
"6384","54.49","52.36","56.24","5.79","91.82"
"6385","97.86","26.9","90.95","47.24","82.53"
"6386","13.97","19.64","5.92","5.35","13.38"
"6387","40.8","95.7","16.89","75.15","56.97"
"6388","24.08","12.27","45.44","29.66","54.27"
"6389","74.88","19.52","27.85","51.28","19.69"
"6390","4.61","37.33","64.36","52.2","46.53"
"6391","99.04","80.25","3.76","99.12","80.59"
"6392","1.61","0.27","2.55","56.74","98.63"
"6393","63.47","29.56","53.07","29.85","45.72"
"6394","71.38","46.82","63.18","14.06","18"
"6395","5.63","54.48","24.55","19.87","57.57"
"6396","46.05","3.26","28.06","17.03","89.04"
"6397","48.98","14.23","99.15","15.75","52.22"
"6398","39.5","87.14","11.8","60.46","15.95"
"6399","87.96","77.2","60.72","52.86","65.04"
"6400","47.13","83.14","43.77","88.22","59.52"
"6401","12.89","65.78","9.45","67.12","7.16"
"6402","1.49","90.23","62.21","92.27","92.21"
"6403","67.65","71","45.09","84.46","73.07"
"6404","20.45","96.31","9.67","84.04","25.71"
"6405","89.75","29.86","71.22","50.08","50.14"
"6406","2.44","59.62","95.4","14.18","5.92"
"6407","96.84","60.54","56.03","21.23","37.29"
"6408","24.69","46.96","24.74","93.39","55.25"
"6409","69.87","3.9","66.76","8.01","8.18"
"6410","55.27","44.05","71.33","10.86","23.59"
"6411","80.1","16.69","43.73","33.24","2.69"
"6412","43.6","72.21","19.94","16.09","21.43"
"6413","12.98","88.52","76.49","91.24","55.37"
"6414","67.83","69.79","20.09","59.21","61.84"
"6415","42.15","62","80.46","4.46","14.28"
"6416","29.38","9.5","1.94","6.88","45.94"
"6417","83.26","34.14","65.67","47.79","31.23"
"6418","80.1","70.24","1.22","13.92","12.06"
"6419","74.7","7.05","73.75","45.82","37.82"
"6420","79.24","35.25","51.11","4.13","15.44"
"6421","31.55","91.96","98.96","88.95","73.19"
"6422","75.8","40.83","37.24","68.96","76.96"
"6423","43.3","19.14","7.06","21.7","75.96"
"6424","16.93","61.42","79.16","88.16","95.11"
"6425","31.96","18.13","22.85","87.3","49.73"
"6426","58.57","90.98","15.48","47.42","16.76"
"6427","29.14","18.67","51.83","56.88","37.14"
"6428","14.86","0.55","40.72","17.04","39.52"
"6429","81.88","23","93.42","16.96","30.11"
"6430","34.26","14.86","83.52","25.67","49.15"
"6431","45.63","18.44","40.69","54.71","68.95"
"6432","48.74","50.99","35.7","81.95","29.75"
"6433","13.14","7.45","60.33","48.17","11.07"
"6434","51.74","43.81","4.37","38.85","9.86"
"6435","60.83","81.97","3.67","99.06","28.38"
"6436","32.82","21.67","43.21","27.17","6.48"
"6437","21.09","35.34","10.84","26.54","42.43"
"6438","71.05","36.09","1.88","69.15","44.88"
"6439","91.91","63.26","68.25","92.45","35.07"
"6440","8.46","98.43","38.32","25.94","78.12"
"6441","6.06","98.59","98.38","7.16","10.5"
"6442","72.94","99.94","70.98","91.72","92.64"
"6443","63.5","33.85","41.36","27.24","46.09"
"6444","32.45","90.52","20.73","6.08","54.87"
"6445","50.1","97.33","49.46","8.11","66.28"
"6446","90.18","4.57","62.72","3.02","59.87"
"6447","29.29","10.31","33.91","42.36","91.65"
"6448","24.91","12.09","57.25","31.23","19.01"
"6449","50.79","66.44","92.71","17.46","77.97"
"6450","86.77","39.96","31.21","59.53","75.17"
"6451","6.53","38.68","60.31","35.77","79.87"
"6452","12.86","61.61","13.77","25.5","13.56"
"6453","95.07","39.41","79.93","70.56","15.87"
"6454","39.97","78.7","72.33","82.64","5.87"
"6455","94.88","7.4","36.98","2.43","60.71"
"6456","48.26","3.35","15.01","44.81","73.59"
"6457","92.26","29.69","75.47","29.9","79.45"
"6458","38.28","31.44","1.75","21.56","68.72"
"6459","11.21","74.56","73.43","45.65","5.63"
"6460","32.53","74.4","23.57","31.54","56.04"
"6461","85.15","75.75","40.91","96.29","67.62"
"6462","50.57","94.71","82.06","56.41","23.07"
"6463","62.58","15.01","7.57","66.18","51.79"
"6464","17.94","22.17","70.74","83.76","50.29"
"6465","39.73","32.16","91.05","97.43","61.23"
"6466","94.75","77.04","29.14","74.94","47.1"
"6467","52.18","49.1","90.12","60.54","45.99"
"6468","79.56","4.06","83.85","76.18","76.98"
"6469","84.39","25.49","22.26","46.35","65.37"
"6470","38.65","37.82","19.12","62.04","71"
"6471","80.8","33.48","96.86","70.65","5.95"
"6472","57.17","31.98","26.19","3.08","68.33"
"6473","36.46","95.98","42.81","8.01","20.59"
"6474","52.53","88.69","62.11","68.36","56.62"
"6475","22.88","33.56","66.65","99.42","75.44"
"6476","13.67","39.58","65.49","53.82","75.9"
"6477","40.28","50.42","18.04","75.82","59.09"
"6478","57.42","94.75","41.12","52.17","42.93"
"6479","26.14","34.44","65.34","42.62","93.17"
"6480","58.11","84.91","30.35","16.93","40.26"
"6481","87.92","81.8","26.15","8.92","1.23"
"6482","93.31","74.34","24.68","20.23","76.57"
"6483","15.29","47.45","93.65","44.99","52.82"
"6484","98.55","59.49","58.52","43.4","55.79"
"6485","93.01","42.98","21.96","11.79","74.62"
"6486","64.98","77.2","68.81","94.19","72.83"
"6487","71.96","80.67","40.18","52.11","93.3"
"6488","99.11","64.87","21.33","74.75","71.03"
"6489","36.07","29.52","55.27","61.75","99.81"
"6490","52.99","30.71","72.37","40.26","76.48"
"6491","20.2","34.26","55.83","39.1","73.31"
"6492","49.86","25.26","80.44","14.38","21.48"
"6493","70.96","30.01","73.31","92.27","61.08"
"6494","23.15","29.52","43.86","34.1","80.89"
"6495","53.63","71.94","62.06","98.9","58.74"
"6496","19.3","13.54","87.58","44.07","59.75"
"6497","38.89","18.33","72.64","81.63","21.22"
"6498","63.74","20.08","60.2","24.62","84.96"
"6499","91.92","3.73","95.5","16.46","61"
"6500","80.56","47.9","98.1","73.08","20.07"
"6501","85.5","24.23","39.76","40.35","97.59"
"6502","6.08","28.09","84.9","43.57","51.66"
"6503","67.76","91.89","84.79","45.34","33.69"
"6504","35.31","16.75","16.28","52.32","34.67"
"6505","81.62","77","86.72","50.8","78.39"
"6506","59.86","44.37","94.05","79.98","5.58"
"6507","48.08","61.97","3.58","83.82","26.85"
"6508","45.08","98.59","71.16","51.57","62.11"
"6509","45.85","48.15","80.7","58.65","92.95"
"6510","80.96","47.4","15.77","36.11","14.82"
"6511","13.62","36.39","74.91","42.18","26.47"
"6512","58.39","59.87","97.47","95.15","43.2"
"6513","59.62","84.25","57.58","0.21","15.03"
"6514","24.09","87.52","35.94","29.7","34.64"
"6515","73.22","65.75","23.38","88.34","84.66"
"6516","18.65","56.08","22.84","61.82","41.2"
"6517","85.12","39.29","34.68","21.3","76.61"
"6518","56.7","3.04","71.74","58.04","49.02"
"6519","77.15","88.76","79.99","75.31","62.72"
"6520","92.52","93.01","48.92","76.32","35.37"
"6521","49.55","13.29","23.61","10.86","84.29"
"6522","79.55","50.09","55.27","13.66","25.47"
"6523","46.69","58.92","7.69","61.47","85.08"
"6524","82.08","21.32","60.71","30.94","33.79"
"6525","57.51","14.42","31.39","33.12","8.66"
"6526","36.42","37.48","55.15","21.53","26.5"
"6527","68.15","99.65","1.19","72.77","79.99"
"6528","44.56","1.43","88.12","10.85","24.02"
"6529","38.21","95","55.34","58.56","52.98"
"6530","17.51","72.28","51.52","92.13","98.32"
"6531","9.95","59.72","65.11","68","90.35"
"6532","75.17","40.49","89.12","88.53","38.65"
"6533","43.06","64.42","57.18","64.44","8.93"
"6534","97.08","50.92","15.97","38.21","38.39"
"6535","52.68","36.35","73.06","45.32","64.36"
"6536","80.87","22.12","82.16","74.26","10.84"
"6537","85.82","1.36","74.65","67.09","45.26"
"6538","63.4","40.46","43.47","89.56","38.06"
"6539","59.19","45.24","80.46","91.97","81.8"
"6540","96.62","48.58","56.81","88.43","2.31"
"6541","87.38","75.21","55.14","98.83","72.68"
"6542","15.86","49.69","77.45","58.51","48.72"
"6543","70.76","59.93","93.19","85.52","90.84"
"6544","35.72","42.75","72.98","48.44","43.4"
"6545","60.02","8.44","29.08","78.57","4.12"
"6546","97.43","24.97","90.22","74.79","38.08"
"6547","69.82","63.71","20.52","45.77","98.98"
"6548","47.23","78.71","21.53","98.04","6.6"
"6549","19.07","37.36","30.33","27.94","55.67"
"6550","30","94.25","7.53","53.18","9.46"
"6551","29.38","75.8","32.55","73.4","96.24"
"6552","6.14","28.33","75.72","35.67","55.59"
"6553","6.03","78.09","95.49","35.74","63.87"
"6554","97.61","87.76","52.85","70.2","33.34"
"6555","81.17","66.93","83.42","13.89","61.32"
