"id","t1","t2","t3","t4","t5"
"2007","87.87","94.23","62.93","86.65","92.38"
"2008","13.56","1.03","70.44","11.8","14.15"
"2009","68.3","63.11","10.59","10.73","71.4"
"2010","16.25","83.2","53.01","32.47","58.61"
"2011","56.95","50.25","99.51","55.42","14.47"
"2012","58.75","53.62","21.65","61.53","98.02"
"2013","54.87","46.85","60.32","4.78","19.81"
"2014","31.21","84.18","82.37","71.72","62.49"
"2015","48.02","17.72","40.96","37.99","0.16"
"2016","65.31","42.56","0.51","85.66","90.53"
"2017","97.35","59.24","86.94","79.21","17.61"
"2018","75.76","73.29","11.67","44.83","72.15"
"2019","82.63","68.09","20.62","68.92","31.56"
"2020","59.17","79.85","21.05","75.22","8.67"
"2021","95.83","97.21","52.53","38.7","81.21"
"2022","86.08","89.55","18.92","40.42","86.48"
"2023","42.17","55.06","39.14","28.84","40.6"
"2024","91.76","13.53","65.98","55.92","74.82"
"2025","53.62","52.96","25.47","47.24","62.28"
"2026","72.73","76.9","63.76","99.02","1.13"
"2027","2.6","86.94","57.79","23.63","83.57"
"2028","7.55","34.95","80.8","7.61","82.36"
"2029","39.88","91.39","22.57","29.72","35"
"2030","36.15","76.88","20.84","27.9","87.42"
"2031","26.02","12.86","97.39","44.51","90.73"
"2032","96.53","87.82","10.07","65.61","19.93"
"2033","29.17","43.96","91.14","28.06","30.19"
"2034","66.74","11.95","64.03","47.15","55.05"
"2035","63.11","20.54","87.14","38","7.14"
"2036","88.82","28.35","98.58","24.66","45.86"
"2037","16.74","1.53","0.26","81.99","35.47"
"2038","59.03","65.78","21.99","65.62","44.23"
"2039","77.27","96.65","61.29","53.74","0.12"
"2040","50.6","96.33","99.69","24.36","41.22"
"2041","56.37","89.83","68.43","85.3","5.11"
"2042","36.37","91.03","50.73","5.39","14.95"
"2043","22.06","47.59","7.08","59.26","2.77"
"2044","69.49","85.84","67.92","61.27","81.48"
"2045","21.87","0.58","0.56","18.86","58.26"
"2046","69.71","82.7","10.21","27.61","71.12"
"2047","48.46","54.29","43.45","91.75","19.61"
"2048","51.91","87.06","96.01","7.71","37.84"
"2049","93.13","56.79","32.84","3.38","62.65"
"2050","16.56","66.65","56.72","82.48","61.29"
"2051","4.86","69.65","85.85","88.4","48.28"
"2052","37.7","33.18","38.38","14.4","69.95"
"2053","91.21","39.68","28.5","98.02","23.35"
"2054","78.06","95.51","66.51","53.87","9.87"
"2055","27.14","61.25","11.39","94.7","83.6"
"2056","73.08","94.86","69.98","10.9","29.13"
"2057","13.39","1.69","90.76","56.36","15.3"
"2058","10.35","18.11","72.97","22.8","53.02"
"2059","6.8","0.04","41.76","23.37","96.86"
"2060","22.94","31.49","6.32","29.41","19.02"
"2061","80.14","55.7","76.17","59.64","67.31"
"2062","58.58","24.87","14.89","47.63","38.71"
"2063","47.79","92.23","63.71","26.98","74.59"
"2064","56.03","52.13","56.81","28.76","50.13"
"2065","98.51","83.4","41.18","38.25","9.37"
"2066","10.69","47.62","58.14","55.58","24.43"
"2067","20.31","99.76","77.52","52.6","86.04"
"2068","86.75","1.98","12.14","21.52","67.18"
"2069","85.18","77.85","93.65","72.74","86.54"
"2070","38.59","83.55","61.88","90.86","86.69"
"2071","60.57","69.51","21.68","35.74","98.3"
"2072","25.72","21.14","65.56","8.49","21.02"
"2073","85.68","17.24","19.13","96.95","4.54"
"2074","80.64","89.3","55.09","99.15","33.09"
"2075","90.1","59.07","49.8","37.2","24.96"
"2076","39.55","40.56","35.61","23.5","81.74"
"2077","24.38","31.74","6.23","1.74","13.65"
"2078","88.5","32.34","67.16","83.13","52.94"
"2079","98.28","94.17","79.11","69.24","57.32"
"2080","58.67","35.3","7.89","40.53","1.65"
"2081","63.44","55.24","96.42","60.41","74.76"
"2082","80.47","2.98","90.1","9.42","45.89"
"2083","97.52","61.85","88.51","77.82","8.81"
"2084","69.8","49.47","34.34","11.27","82.56"
"2085","37.96","82.75","66.18","39.92","27.23"
"2086","43.74","21.61","39.58","24.9","57.5"
"2087","68.61","6.57","39.54","91.14","19.79"
"2088","48.43","56.67","70.87","85.57","54.91"
"2089","56.19","38.56","64.96","32.38","14.74"
"2090","18.17","22.55","64.81","18.37","72.94"
"2091","22.44","36.29","50.53","0.39","75.52"
"2092","74.89","17.88","26.23","85.86","45.63"
"2093","21.35","91.68","42.63","59.7","39.2"
"2094","33.21","48.09","68.94","26.16","86.25"
"2095","57.55","86.75","6.14","62.5","34"
"2096","73.27","46.86","46.81","64.47","77.37"
"2097","36.5","86.02","89.44","95.62","93.66"
"2098","9.69","10.42","39.43","32.16","50.55"
"2099","71.37","10.24","35.42","18.88","86.8"
"2100","65.61","5.58","46.05","53.13","23.98"
"2101","79.36","89.93","57.86","61.95","47.31"
"2102","44.04","17.56","67.2","18.04","74.78"
"2103","93.04","64.57","34.46","25.13","90.73"
"2104","45.77","27.75","87.14","38.04","61.59"
"2105","56.48","56.55","30.89","58.65","61.63"
"2106","96.03","39.57","79.07","27.23","80.58"
"2107","51.08","74.41","69.93","7.26","97.56"
"2108","86.35","93.25","6.62","78.85","92.62"
"2109","59.6","0.19","31.26","5.05","39.88"
"2110","60.1","36.01","35.6","40.58","9.75"
"2111","75.6","75.23","22.97","87.76","21.06"
"2112","85.93","4.92","98.57","17.13","32.08"
"2113","72.81","23.22","93.98","65.25","89.51"
"2114","49.28","56.62","82.68","78.53","40.99"
"2115","81.79","10.8","97.27","89","62.02"
"2116","0.86","23.48","41.74","59.32","2.27"
"2117","37.27","15.24","68.23","58.57","95.23"
"2118","83.26","95.17","13.88","40.48","3.02"
"2119","87.23","71.27","74.69","77.54","14.49"
"2120","65.96","99.7","28.9","80.15","48.23"
"2121","2.22","54.77","70.82","96.11","95.59"
"2122","37.9","9.8","91.08","3.32","59.7"
"2123","95.26","23.83","51.6","87.08","73.41"
"2124","97.22","97.37","40.08","74.92","29.08"
"2125","12.89","19.12","68.96","66.1","59.56"
"2126","22.67","55.02","14.44","0.94","92.43"
"2127","68.16","88.25","35.48","76.9","47.21"
"2128","63.34","5.68","3.71","43.98","18.17"
"2129","34.51","56.26","36.99","24.04","24.07"
"2130","6.04","80.35","0.79","87.72","72.33"
"2131","42.57","53.31","2.62","67.73","50.36"
"2132","30.6","33.68","77.61","34.34","93.4"
"2133","25.98","50.33","83.12","73.01","25.31"
"2134","35.06","18.01","54.88","54.91","73.17"
"2135","1.16","23.2","4.77","49.51","16.69"
"2136","8.06","83.7","0.81","4.32","88.13"
"2137","6.71","20.69","15.31","9.66","62.85"
"2138","24.25","38.23","13.4","74.27","3.11"
"2139","75.61","85.48","10.96","59.12","75.94"
"2140","33.67","41.84","52.94","4.72","63.9"
"2141","74.56","63.6","0.63","48.89","13.11"
"2142","74.65","43.48","35.12","88.74","27.72"
"2143","31.99","79.83","34.95","51","99.54"
"2144","9.87","18.39","87.93","74.65","34.06"
"2145","29.24","13.09","97.31","63.66","39.92"
"2146","57.28","51.02","95.25","50.14","86.69"
"2147","80.68","92.24","83.42","9.89","36.19"
"2148","87.03","80.76","97.3","29.31","13.55"
"2149","62.21","38.44","29.16","99.58","79.74"
"2150","55.79","89.19","14.7","76.08","91.54"
"2151","21.58","86.74","61.56","2.39","30.28"
"2152","23.68","21.5","9.64","54.06","90.68"
"2153","3.56","58.25","41.21","92.06","85.35"
"2154","66.71","24.77","0.49","96.37","64.26"
"2155","23.41","65.6","74.95","30.7","67.3"
"2156","97.17","42.98","67.76","74.96","19.78"
"2157","39.02","36.2","35.07","10.18","46.99"
"2158","26.84","41.53","1.25","37.68","32.54"
"2159","37.65","40.76","85.64","89.64","7.69"
"2160","63.76","88.32","31.1","51.79","0.76"
"2161","85.19","80.74","65.24","63.34","84.64"
"2162","52.77","68.2","32.94","12.15","38.4"
"2163","70.5","64.81","26.69","19.68","1.11"
"2164","39.68","36.78","51.71","31.71","50.25"
"2165","92.01","17.34","17.43","31.35","3.25"
"2166","62.76","16.51","74.41","47.58","71.42"
"2167","93.57","17.59","13.74","33.71","90.23"
"2168","96.25","17.21","38.63","32.93","2.93"
"2169","15.06","31.37","31.22","29.34","6.88"
"2170","21.91","89.19","18.43","72.52","3.39"
"2171","2.34","64.93","35.05","10.53","74.77"
"2172","27.53","9.74","67.85","79.65","45.88"
"2173","40.47","40.92","47.2","51.29","37.96"
"2174","81.38","40.6","83.43","16.29","87.77"
"2175","89.41","73.75","59.68","26.93","68.32"
"2176","31.97","69.22","5.81","65.21","81.32"
"2177","4.54","20.4","99.29","84.96","70.68"
"2178","40.44","94.38","98.55","42.13","5.25"
"2179","43.92","3.42","52.66","89.87","8.11"
"2180","43.53","43.19","37.26","63.3","48.34"
"2181","1.98","25.9","22.54","75.79","5.3"
"2182","62.08","35.45","34.36","57.98","71.36"
"2183","67.2","52.36","32.11","60.83","37.09"
"2184","57.05","21.27","8.07","66.72","8.51"
"2185","74.39","62.57","64.43","26.19","12.72"
"2186","87.25","99.71","69.79","49.15","46.86"
"2187","96.43","31.35","41.89","57.08","60.26"
"2188","77.29","88.73","65.83","30.81","58.18"
"2189","40.08","19.54","73.95","0.22","62.8"
"2190","75.37","30.73","78.61","10.54","20.81"
"2191","6.4","93.51","84.84","30.82","76.46"
"2192","89.92","46.58","61.04","73.52","28.77"
"2193","78.23","12.9","5.88","17.74","37.01"
"2194","65.26","82.69","59.62","7.05","99.02"
"2195","10.25","56.22","64.3","53.44","75.01"
"2196","29.54","22.01","39.15","52.71","86.75"
"2197","17.58","42.56","77.92","84.04","63.53"
"2198","47.83","82.67","13.96","13.21","7.78"
"2199","94.66","3.52","38.67","22.67","60.77"
"2200","43.17","7.47","15","39.9","18.56"
"2201","5.84","33.11","96.92","63.48","95.16"
"2202","68.35","82.5","49.54","95.42","33.38"
"2203","95","38.37","36.32","19.35","2.23"
"2204","73.34","43.52","16.64","47.3","92.56"
"2205","79.69","20.61","96.27","65.99","51.62"
"2206","10.8","51.54","2.1","85.8","6.16"
"2207","77.64","94.45","69.36","27.94","1.28"
"2208","74.41","57.23","66.75","71.56","43.58"
"2209","46.64","27.25","88.56","57.1","23.84"
"2210","71.84","97","54.46","98.5","55.56"
"2211","9.02","74.79","71.44","2.63","70.15"
"2212","54.23","49.14","36.41","61.26","1.58"
"2213","49.04","33.09","86.54","90.04","28.51"
"2214","21.15","53.14","37.43","69.29","5.32"
"2215","57.91","41.48","78.26","77.84","74.45"
"2216","50.25","61.8","21.61","8.37","61.65"
"2217","87.85","92.23","96.21","47.98","69.53"
"2218","38.95","34.7","35.85","73.48","44.39"
"2219","68.8","78.87","11.48","63.72","91.98"
"2220","16.18","59.21","45.11","84.03","50.25"
"2221","26.7","71.69","39.35","15.85","59.23"
"2222","84.2","0.81","66.12","68.76","59.94"
"2223","60.93","14.72","69.27","35.52","18.93"
"2224","59.19","54.41","69.81","24.47","38.88"
"2225","29.63","54.33","6.94","23.48","61.14"
"2226","89.81","66.85","22.19","36.76","52.66"
"2227","47.2","36.21","47.74","77.74","69.24"
"2228","6.69","96.58","55.4","62.18","61.78"
"2229","6.78","61.67","85.47","80.83","91.62"
"2230","97.53","92.52","89.22","54.09","69.28"
"2231","21.29","23.43","40.59","46.66","68.29"
"2232","94.33","57.83","27.87","98.39","70.84"
"2233","86.07","51.3","22.71","91.43","88.22"
"2234","15.82","76.72","24.4","15.96","80.44"
"2235","73.61","27.72","61.64","32.63","4.02"
"2236","85.7","87.89","55.17","15.31","17.91"
"2237","8.55","43.51","55.35","58.14","87.46"
"2238","62.76","25.3","89.41","63.32","44.02"
"2239","22.17","59.83","94.5","15.77","54.83"
"2240","54.36","23.26","5.42","9.37","17.53"
"2241","21.13","40.57","70.55","44.37","68.59"
"2242","10.81","78.58","74.03","2.06","41.6"
"2243","49.54","81.8","12.92","79.06","43.55"
"2244","30.61","90.37","49.67","66.81","57.23"
"2245","21.33","32.72","85.98","17.45","8.87"
"2246","46.96","61.13","55.91","32.92","27.02"
"2247","55.31","32.65","0.48","69.79","60.82"
"2248","12.05","44.35","89.94","80.23","21.24"
"2249","96.84","22.18","67.95","5.4","25.76"
"2250","59.5","72.05","47.53","6.98","98.33"
"2251","22.73","15.59","21.46","81.99","65.02"
"2252","25.35","40.11","92.64","55.66","41.2"
"2253","97.29","6.26","91.81","72.05","85.1"
"2254","80.06","10.43","13.88","58.44","63.85"
"2255","15.96","90.66","25.97","97.48","27.5"
"2256","18.14","79.03","18.01","14.6","6.89"
"2257","19.68","91.96","48.52","84.57","63.84"
"2258","56.89","76.65","78.77","76.01","65.13"
"2259","26.82","29.04","81.59","1.34","24.55"
"2260","51.36","34.68","48.66","75.4","71.71"
"2261","23.5","60.07","20.45","91.47","21.09"
"2262","99.82","23.35","74.97","61.98","98.32"
"2263","11.13","4.64","11.07","27.15","46.66"
"2264","5.3","67.98","87.72","72.62","50.37"
"2265","8.19","87.59","11.78","7.03","13.97"
"2266","94.75","47.22","65.96","25.71","51.89"
"2267","45.84","75.96","17.63","67.24","19.66"
"2268","10.26","6.62","36.64","93.72","87.9"
"2269","96.58","68.99","70.77","68.46","56.68"
"2270","31.57","20.09","46.29","81.65","54.83"
"2271","67.65","41.85","25.94","74.52","22.42"
"2272","76.36","34.45","35.84","16.47","31.46"
"2273","68.65","65.15","63.42","22.21","38.11"
"2274","25.05","6.65","11.88","25.87","85.04"
"2275","89.86","27.57","48.56","93.69","51.25"
"2276","0.22","90.42","68.87","20.05","64.12"
"2277","40.13","71.97","79.09","45.21","58.09"
"2278","46.24","64.6","68.73","30.93","42.18"
"2279","84.94","10.15","3.5","74.48","60.3"
"2280","13.42","71.25","8.89","32.84","91.02"
"2281","67.25","7.75","50.3","57.99","14.1"
"2282","28","59.11","1.52","95.19","86.51"
"2283","25.41","64.03","55.11","4.37","92.96"
"2284","40.39","91.93","57.7","33.47","80.37"
"2285","16.74","41.85","61.06","31.34","7.19"
"2286","44.54","24.21","4.29","43.78","86.6"
"2287","37.11","51.76","23.71","73.75","77.05"
"2288","28.74","97.94","72.3","77.84","39.4"
"2289","74.3","73.27","67.33","14.22","55.79"
"2290","93.82","97.97","94.76","9.93","28.27"
"2291","98.55","42.16","80.78","2.22","76.47"
"2292","97.43","78.49","59.38","55.56","11.12"
"2293","54.63","34.23","19.04","84.16","56.67"
"2294","31.74","51.71","75.85","27.66","34.58"
"2295","48.78","32.62","67.39","51.47","32.28"
"2296","89.59","58.78","63.57","54.26","88.3"
"2297","68","95.26","62.9","68.19","14.19"
"2298","91.68","91.22","70.39","60.02","66.59"
"2299","96.92","1.82","42.61","59.75","38.96"
"2300","53.06","90.94","51.91","85.22","22.48"
"2301","82.3","56.03","97","40.9","8.61"
"2302","41.08","65.51","7.95","61.14","3.5"
"2303","32.51","24.68","98.73","7.59","66.46"
"2304","73.24","98.21","52.72","66.35","23.94"
"2305","3.16","60.08","33.69","48.04","55.73"
"2306","30.73","70.98","47.65","83.61","78.34"
"2307","94.01","95.31","69.48","77.14","22.1"
"2308","41.25","49.7","59.24","74.17","73.95"
"2309","5.71","66.51","13.31","53","20.38"
"2310","13.9","76.21","19.14","43.73","95.78"
"2311","34.53","57.88","49.69","16.87","23.18"
"2312","56.5","1.86","87.09","3.29","21.35"
"2313","36.96","3.45","87.71","99.69","35.9"
"2314","56.01","79.49","63.04","74.41","34.6"
"2315","87.8","67.27","12.73","32.61","42.85"
"2316","14.52","35.07","34.52","43.47","58.03"
"2317","34.91","15.84","68.14","63.67","2.13"
"2318","80.53","19.83","19.25","13.09","23.19"
"2319","14.8","87.9","42.45","8.38","69.86"
"2320","67.16","21.02","87.65","95.89","64.85"
"2321","55.2","39.23","21.97","95","80.37"
"2322","2.61","21.95","33.97","65.38","96.08"
"2323","88.11","20.13","62.18","25.65","83.93"
"2324","71.42","33.96","84.61","79.02","67.09"
"2325","33.6","72.42","36.12","19.2","4.97"
"2326","71.56","48.6","54.54","4.84","79.35"
"2327","13.32","49.79","33.21","74.94","77.66"
"2328","99.68","3.23","95.93","18.17","82.64"
"2329","11.98","96.5","41.57","96.61","70.74"
"2330","15.84","18.39","96.01","57.58","90.35"
"2331","12.39","61.99","27.84","28.96","99.29"
"2332","3.32","38.09","60.92","28.74","29.63"
"2333","41.24","25.24","53.56","95.87","49.05"
"2334","99.86","95.82","83.7","72.08","93.66"
"2335","71.34","91.04","49.82","31.84","94.77"
"2336","71.41","39.45","78.73","11.53","44.23"
"2337","92.14","55.75","80.38","12.19","33.58"
"2338","11.45","56.56","94.11","42.46","7.52"
"2339","76.66","69.22","3.3","15.89","17.17"
"2340","38.88","60.71","64.38","88.96","65.36"
"2341","59.32","1.51","65.09","73.14","95.84"
"2342","31.83","44.23","76.48","96.99","17.34"
"2343","76.84","90.37","97.29","92.54","62.79"
"2344","1.72","91.34","73.66","42.25","17.81"
"2345","48.13","51.45","14.77","11.48","3.9"
"2346","99.39","79.91","28.01","43.01","27.85"
"2347","44.3","20.07","1.43","65.01","57.27"
"2348","47.49","86.32","27.44","58.07","60.82"
"2349","83.05","4.08","96.09","55.92","9.78"
"2350","66.44","80.14","53.32","28.96","34.99"
"2351","27.98","26.91","32.8","27.24","35.37"
"2352","88.06","64.87","93.9","23.71","41.93"
"2353","95.14","18.93","57.41","58.77","41.72"
"2354","78","87.64","2.9","12.28","59.51"
"2355","7.74","35.79","93.89","39.63","56.69"
"2356","4.37","79.43","85.85","80.77","68.93"
"2357","63.87","36.58","78.45","53.42","76.7"
"2358","25.39","10.79","36.11","88.29","45.78"
"2359","92.12","88.13","45.14","27.18","48.27"
"2360","27.58","47.49","51.9","25.78","79.72"
"2361","93.98","95","13.8","60.17","0.78"
"2362","13.57","86.92","29.96","18.72","43.14"
"2363","99.96","69.05","31.07","77.67","94.41"
"2364","75.19","27.34","19.59","84.57","50.54"
"2365","65.96","38.49","0.33","32.8","42.92"
"2366","6.28","96.68","65.7","82.37","14.15"
"2367","38.58","5.58","27.48","29.53","44.02"
"2368","2.61","89.92","40.01","13.02","37.19"
"2369","43.73","41.9","43.56","50.51","18.84"
"2370","69.25","82.06","80.96","13.52","11.21"
"2371","19.52","73.34","76.69","64.11","90.03"
"2372","83.33","13.74","72.94","50.47","67.66"
"2373","16.59","20.66","52.75","60.16","72.96"
"2374","95.98","44.43","98.18","62.39","62.85"
"2375","86.2","45.68","55.02","17.72","83.4"
"2376","61.76","68.59","86.75","74.12","93.82"
"2377","59.64","86.17","94.39","23.58","1.34"
"2378","58.16","59.25","6.58","39.45","70.93"
"2379","59.78","87.88","91.64","94.31","78"
"2380","56.83","53.18","53.5","8.36","22.3"
"2381","82.94","54.12","15.36","61.1","24.49"
"2382","1.18","88.74","68.34","23.53","45.93"
"2383","56.1","3.1","69.83","31.23","56.88"
"2384","88.58","30.96","70.2","48.96","34.54"
"2385","90.85","48.66","4.54","18.77","57.32"
"2386","13.39","32.85","10.66","3.97","95.56"
"2387","11.63","5.98","61.9","37.76","32.63"
"2388","11.66","11.81","21.06","34.42","18.22"
"2389","52.45","88.48","69.98","1.38","66.7"
"2390","6.04","62.99","20.04","51.73","50.62"
"2391","50.06","32.46","93.21","40.66","32.72"
"2392","90.63","5.82","55.6","26.19","36.32"
"2393","88.71","2.83","44.31","76.24","88.47"
"2394","75.06","82.51","47.72","45.88","1.36"
"2395","2.95","4.19","92.29","26.9","47.76"
"2396","90.69","22.5","11.46","55.56","84.62"
"2397","61.86","33.4","41.78","86.65","34.54"
"2398","18.19","35.02","30.94","57.57","38.55"
"2399","42.99","58.9","55.8","13.68","29.45"
"2400","33.2","65.65","32.51","14.01","25.24"
"2401","85.38","24.8","33.17","77.92","5.31"
"2402","88.28","99.39","15.06","12.06","81.66"
"2403","41.77","21.78","80.92","64.62","73.84"
"2404","67.99","29.87","1.02","28.04","25.86"
"2405","32.87","41.05","21.34","75.85","4.16"
"2406","37.89","63.76","17.77","0.1","81.5"
"2407","58.46","74.88","5.8","81.76","96"
"2408","91.87","77.25","3.51","23.41","85.3"
"2409","30.11","58.66","94.68","66.61","20.03"
"2410","9.93","48.87","31.5","89.76","88.5"
"2411","80.96","71.78","3.83","60.74","82.4"
"2412","9.8","27.04","86.75","19.76","31.2"
"2413","66.22","16.29","72.59","38.79","0.3"
"2414","38.09","48.36","48.01","52.34","35.02"
"2415","9.04","13.6","90.47","69.12","73.78"
"2416","92.86","14.67","94.53","14.82","29.96"
"2417","27.06","22.19","25.77","11.59","17.78"
"2418","50.11","36.71","0.35","78.76","1.35"
"2419","91.21","0.93","48.83","24.7","26.07"
"2420","23.21","86.49","3.34","35.78","51.25"
"2421","9.68","9.2","95.71","62.15","71.8"
"2422","62.69","46.48","6.4","57.89","86.94"
"2423","47.08","86.28","48.87","73.54","44.15"
"2424","93.54","53.88","97.86","31.56","88.61"
"2425","45.22","65.51","93.45","85.96","68.44"
"2426","79.03","89.71","97.92","11.73","93.94"
"2427","89.91","35.95","30.91","80.94","79"
"2428","20.9","5.24","82.32","15.36","45.55"
"2429","82.4","60.85","33.4","50.19","8.81"
"2430","56.24","33.85","54.82","10.72","78.19"
"2431","95.36","69.15","39.65","67.92","19.99"
"2432","65.87","14.4","52.7","76.32","11.03"
"2433","52.73","95.22","66.11","84.83","89.72"
"2434","78.02","40.8","6.94","3.5","29.07"
"2435","53.74","30.19","95.96","59.7","39.73"
"2436","50.48","27.32","84.5","20.78","32.98"
"2437","68.37","46.22","89.56","28.53","29.49"
"2438","15.11","47.28","17.34","45.94","13.53"
"2439","23.62","0.28","36.78","84.01","20.5"
"2440","53.35","50.89","2.1","54.4","51.54"
"2441","29.24","51.62","4.56","17.52","3"
"2442","26.41","95.49","83.56","44.96","61.4"
"2443","12.96","55.58","95.07","21.56","46.72"
"2444","16.51","72.84","57.3","23.73","72.4"
"2445","9.74","57.28","41.28","96.89","26.11"
"2446","34.63","72.46","18.13","77.98","52.37"
"2447","36.76","10.35","61.02","13.91","25.07"
"2448","95.82","94.66","21.46","83.94","6.63"
"2449","31.53","17.54","49.21","33.9","80.74"
"2450","13.05","8.51","87.15","70.63","51.43"
"2451","97.59","42.08","32.9","75.36","75.25"
"2452","68.66","78.82","42.69","0.49","44.99"
"2453","45.91","12.58","95.94","78.49","1.88"
"2454","40.99","88.41","18.3","11","35.9"
"2455","26.15","62.06","59.94","12.07","78.45"
"2456","30.1","56.32","70.84","96.09","23.56"
"2457","89.51","41.11","87.96","30.26","61.84"
"2458","77.71","34.21","86.19","73.11","63.38"
"2459","5.07","1.61","27.32","43.84","26.55"
"2460","46.12","26.05","27.4","49.86","30.96"
"2461","69.08","94.24","46.34","63.31","0.94"
"2462","32.4","8.72","3.45","4.65","5.94"
"2463","59.58","37.22","35.66","73.36","96.85"
"2464","2.55","3.4","48.32","20.56","73.38"
"2465","9.85","80.19","12.97","80","60.52"
"2466","85.09","4.48","58.49","41.38","27.6"
"2467","41.75","78.93","69.92","98.46","31.26"
"2468","65.88","77.24","83.65","35.81","70.89"
"2469","65.87","59.67","84.5","54.72","77.02"
"2470","8.38","2.19","0.24","30.37","93.06"
"2471","8.14","12.46","75.22","11.65","40.84"
"2472","49.97","16.4","41.13","52.2","80.68"
"2473","88.65","92.65","30.89","44.93","38.22"
"2474","7.27","95.66","12.09","73.52","90.38"
"2475","25.83","62.78","50.85","69.82","55.08"
"2476","50.43","2.17","67.05","9.11","28.47"
"2477","27.17","62.5","78.49","71.92","64.31"
"2478","49.85","82.88","4.07","54.39","21.15"
"2479","92.37","10.47","10.07","38","63.2"
"2480","66.86","31.07","66.78","8.72","93.35"
"2481","65.09","83.94","48.55","97.72","61.29"
"2482","73.41","4.41","9.88","38.75","50.14"
"2483","82.49","21.51","43.66","17.54","77.42"
"2484","74.33","85.07","98.53","29.18","29.91"
"2485","75.53","83.72","58.99","46.06","65.87"
"2486","6.79","93.48","21.27","62.64","92.7"
"2487","15.97","1.53","69.57","76.86","61.66"
"2488","42.94","85.03","27.48","23.87","93.66"
"2489","26.6","18.71","23.27","92.5","38.75"
"2490","11.44","17.18","65.89","19.89","5.67"
"2491","24.64","18.89","39.04","55.4","45.16"
"2492","36.11","18.67","91.67","89.06","78.03"
"2493","56.93","38.59","64.37","60.1","83.6"
"2494","57.24","87.19","66.78","51.41","49.83"
"2495","96.93","42.27","1.52","83.52","25.07"
"2496","65.19","0.75","22.24","65.31","95"
"2497","12.98","14.5","6.61","6.51","23.21"
"2498","39.66","5.98","32.43","41.83","53.15"
"2499","35.99","74.07","80.55","67.37","86.77"
"2500","89","79.73","1.11","3.88","60.02"
"2501","64.93","38.43","77.96","1.55","45.39"
"2502","97.38","90.03","23.93","61.88","46.9"
"2503","91.45","59.46","6.22","93.73","63.75"
"2504","39.85","88.28","96.35","71.11","95.61"
"2505","39.55","17.26","91.05","62.93","14.1"
"2506","34.64","81.18","47.46","14.09","19.5"
"2507","86.21","53.68","15.38","67.08","15.07"
"2508","6.91","69.89","48.59","52.77","7.69"
"2509","18.6","30.31","81.97","50.4","98.61"
"2510","35.33","27.97","90.26","32.53","36.99"
"2511","93.58","69.86","38.88","25.91","9.7"
"2512","14.24","32.38","50.88","24.98","49.81"
"2513","25.99","75.89","51.83","7.06","89.24"
"2514","56.35","31.4","60.89","4.33","0.86"
"2515","67.6","1.19","65.93","77.52","34.02"
"2516","70.34","19.73","43.53","59.13","70.45"
"2517","47.83","68.78","84.37","50.34","26.21"
"2518","41.34","60.53","45.61","18.32","23.58"
"2519","55.35","82.32","49.06","69.47","66.16"
"2520","96.36","13.83","83.12","53.11","12.44"
"2521","66.48","34.13","1.97","56.95","97.46"
"2522","70.79","79.04","89.04","94.67","81.59"
"2523","32.66","54.79","1.58","10.47","3.64"
"2524","8.02","98.23","63.34","2.68","68.75"
"2525","23.32","45.1","21.27","34.41","1.99"
"2526","68.94","74.55","84.11","59.73","33.28"
"2527","4.33","83.68","30.7","11.38","69.24"
"2528","24.93","92.07","22.06","7.68","50.03"
"2529","35.01","43.67","81.81","39.83","68.21"
"2530","28.76","82.15","77.41","88.68","83.68"
"2531","96.43","81.63","78.61","1.86","6.31"
"2532","25.91","4.25","72.09","27.25","25.4"
"2533","5.37","53.37","77.15","11.42","0.64"
"2534","68.64","53.97","52.12","33.85","60.49"
"2535","0.95","79.98","13.48","85.45","9.26"
"2536","59.01","60.69","40.67","24.1","33.09"
"2537","60.3","92.71","36.26","3.28","90.47"
"2538","24.07","23.03","24.6","12.44","85.94"
"2539","86.03","32.08","9.69","35.34","48.32"
"2540","10.01","99.11","34.87","31.24","59.25"
"2541","82.64","99.01","32.06","59.75","38.15"
"2542","16.41","57.19","38.02","59.82","96.38"
"2543","53.43","6.68","95.35","30.6","34.41"
"2544","49.39","39.15","85.16","25.81","52.04"
"2545","7.06","40.89","11.53","84.97","83.35"
"2546","16.52","19.79","48.41","50.76","2.4"
"2547","27.83","28.01","36.7","11.4","41.43"
"2548","31.44","83.08","98.13","88.12","25.97"
"2549","70.64","48.15","61.71","34.54","53.2"
"2550","23.99","50.93","54.97","0.77","17.88"
"2551","44.85","47.3","24.65","42.86","50.88"
"2552","68.35","25.74","13.89","73.11","65.83"
"2553","90.87","19.8","90.37","22.13","70.96"
"2554","8.17","1.47","20.06","44.5","27.94"
"2555","8.62","47.86","77.43","40.53","32.38"
"2556","36.4","39.3","72.41","74.48","77.56"
"2557","72.37","53.45","56.58","96.11","56.08"
"2558","54.56","97.82","52.42","83.93","50.74"
"2559","68.34","42.38","87.55","61.27","88.04"
"2560","39.27","5.07","51.34","48.69","98.92"
"2561","6.99","76.56","59.57","74.7","11.03"
"2562","16.42","26.98","38.78","68.89","38.1"
"2563","50","25.41","88.59","14.96","36.47"
"2564","57.81","34.01","98.42","53.48","32.41"
"2565","53.92","99.06","47.66","32.13","55.48"
"2566","62.1","34.39","93.76","33.5","12.36"
"2567","61.3","66.54","56.64","83.6","12.02"
